"id","text","author"
"id06805","Ask where this favorite of fashion was, this companion of the nobles, this outstanding beam, which glowed with alien splendor the assemblies of the courtiers and the homosexuals who heard that he was under a cloud, a lost man; no one thought that it belonged to him to compensate for the pleasure of true services, or that his long reign of brilliant ingenuity deserved a pension upon retirement.","MWS"
"id02915","Then, the image was passed to Trever, and a change came over the youth.","HPL"
"id21145","In the end she got up, calmer, no less unhappy.","MWS"
"id03597","The wind howled; the half-naked trees were stripped of the rest of their summer ornament; The state of the air that induced the decomposition of vegetation was hostile to joy or hope.","MWS"
"id22203","It was very long, narrow and very low, with pointed gothic windows and an oak roof.","EAP"
"id16452","Ryland was the leader of the popular party, a hardheaded man, and in his eloquent form; I had obtained permission to present a bill so it is a betrayal to try to change the current state of the English government and the current laws of the republic.","MWS"
"id17893","Consequent to this discovery, new evidences appeared.","EAP"
"id22162","The best houses were closed; the busy commerce of the city was paralyzed; There was an air of anxiety among the few passengers I met, and they looked with amazement at my carriage, the first one they had seen in London, since the plague sat on its high places and had its busy streets.","MWS"
"id10768","I asked Esteban to help me with the ice collection while getting the piston from the pump, or to order the piston while continuing with the ice; but instructed by his mother, he absolutely refused.","HPL"
"id01899","I got irritated and bathed the temples and the hands, and used all the efforts that the experience, and not a few medical readings, could suggest.","EAP"
"id08962","He described it as a beauty, ingenuity and accomplishment overcome.","EAP"
"id25618","No part of the masonry had fallen; and there seemed to be a wild inconsistency between his perfect adaptation of parts and the crumbling condition of individual stones.","EAP"
"id19090","On green terraces the green banks stood, adorned here and there with groves of vines and sweet flowers, and seats and benches of marble and porphyry.","HPL"
"id15861","They believed in all kinds of things and perhaps they also saw all kinds of things, since the Middle Ages had some curious phases.","HPL"
"id17788","As Wilcox would have said, the geometry of the place was wrong.","HPL"
"id02163","I had just finished reading the &quot;Toad&quot;, when a friend put in my hands a copy of the &quot;Mole&quot;, a newspaper that enjoys great reputation for the sharpness of his perception on issues in general and for the open, honest, more above. Floor style of its editorials.","EAP"
"id00290","The world is vast, and England, although its many fields and vast forests seem interminable, is only a small part of it.","MWS"
"id01150","&quot;Not so long ago,&quot; he said at the end of the day, &quot;and I could have guided you on this route as well as the youngest of my children, but, about three years ago, an event happened to me like the one that never happened to a mortal man, or at least as no man survived to tell and the six hours of mortal terror that I endured then have broken my body and soul.","EAP"
"id05921","The address, however, was the highest and, therefore, the content was not exposed, the letter escaped the notice.","EAP"
"id22931","People who were once the best customers in the world now do not have a moment to think about us.","EAP"
"id14626","I wanted to understand them ardently, and I bent all the faculties towards that purpose, but it seemed completely impossible.","MWS"
"id21218","Some hours passed like that; but little by little, as the sun receded towards the horizon, the wind was extinguished in a gentle breeze and the sea was released from the breakers.","MWS"
"id14719","Under no circumstances could he act with the necessary ease or precision.","EAP"
"id10803","I acclaim these gloomy skies, because they are kinder to me than your fellows.","MWS"
"id10643","If this were so, I would have to retire all over the country far from any road; but how could he do that in view of the swampy and pleasant nature of the entire surrounding region?","HPL"
"id04661","Then there was a scream in a completely different throat, a scream like the one that awakened half of Arkham&#39;s sleepers and pursued his dreams forever, a scream like the one that could come from not having been born from the earth, or completely from the earth.","HPL"
"id08576","So, I should find this stripling titled the son of my father&#39;s friend.","MWS"
"id07914","Those organic entities whose movements seemed to be less irrelevant and unmotivated were probably projections of life forms on our own planet, including human beings.","HPL"
